feature,coefficient
cat__Discharge Time_22:26:34,0.0
cat__Discharge Time_22:02:03,0.0
cat__Discharge Time_22:01:32,0.0
cat__Discharge Time_22:00:15,0.0
cat__Discharge Time_21:56:04,0.0
cat__Discharge Time_22:18:31,0.0
cat__Discharge Time_21:53:29,0.0
cat__Discharge Time_22:22:24,0.0
cat__Discharge Time_22:22:12,0.0
cat__Discharge Time_22:21:58,0.0
cat__Discharge Time_22:21:12,0.0
cat__Discharge Time_22:20:10,0.0
cat__Discharge Time_22:20:00,0.0
cat__Discharge Time_22:19:36,0.0
cat__Discharge Time_21:54:28,0.0
cat__Discharge Time_21:17:02,0.0
cat__Discharge Time_21:15:36,0.0
cat__Discharge Time_21:14:47,0.0
cat__Discharge Time_21:14:19,0.0
cat__Discharge Time_21:36:24,0.0
cat__Discharge Time_21:36:03,0.0
cat__Discharge Time_21:35:43,0.0
cat__Discharge Time_21:34:22,0.0
cat__Discharge Time_22:02:50,0.0
cat__Discharge Time_21:29:12,0.0
cat__Discharge Time_21:28:31,0.0
cat__Discharge Time_21:28:30,0.0
cat__Discharge Time_21:28:25,0.0
cat__Discharge Time_21:28:05,0.0
cat__Discharge Time_21:06:13,0.0
cat__Discharge Time_21:06:01,0.0
cat__Discharge Time_21:04:50,0.0
cat__Discharge Time_21:32:19,0.0
cat__Discharge Time_21:27:07,0.0
cat__Discharge Time_21:26:40,0.0
cat__Discharge Time_21:26:31,0.0
cat__Discharge Time_21:25:54,0.0
cat__Discharge Time_21:23:19,0.0
cat__Discharge Time_21:23:09,0.0
cat__Discharge Time_21:52:39,0.0
cat__Discharge Time_21:51:35,0.0
cat__Discharge Time_21:17:03,0.0
cat__Discharge Time_21:50:45,0.0
cat__Discharge Time_21:50:30,0.0
cat__Discharge Time_21:49:01,0.0
cat__Discharge Time_21:46:32,0.0
cat__Discharge Time_21:45:37,0.0
cat__Discharge Time_21:45:10,0.0
cat__Discharge Time_21:43:51,0.0
cat__Discharge Time_21:17:42,0.0
cat__Discharge Time_21:51:08,0.0
cat__Blood Pressure_112/99,0.0
cat__Blood Pressure_112/96,0.0
cat__Blood Pressure_112/93,0.0
cat__Blood Pressure_112/92,0.0
cat__Blood Pressure_112/87,0.0
cat__Blood Pressure_112/86,0.0
cat__Blood Pressure_111/72,0.0
cat__Blood Pressure_101/87,0.0
cat__Blood Pressure_111/60,0.0
cat__Blood Pressure_111/102,0.0
cat__Blood Pressure_111/101,0.0
cat__Blood Pressure_111/100,0.0
cat__Blood Pressure_112/78,0.0
cat__Blood Pressure_112/77,0.0
cat__Blood Pressure_112/75,0.0
cat__Blood Pressure_112/73,0.0
cat__Blood Pressure_111/69,0.0
cat__Blood Pressure_113/86,0.0
cat__Blood Pressure_113/85,0.0
cat__Blood Pressure_113/83,0.0
cat__Blood Pressure_113/82,0.0
cat__Blood Pressure_113/81,0.0
cat__Blood Pressure_113/80,0.0
cat__Blood Pressure_113/79,0.0
cat__Blood Pressure_113/77,0.0
cat__Blood Pressure_113/100,0.0
cat__Blood Pressure_111/96,0.0
cat__Blood Pressure_111/95,0.0
cat__Blood Pressure_111/89,0.0
cat__Blood Pressure_111/85,0.0
cat__Blood Pressure_111/84,0.0
cat__Blood Pressure_113/67,0.0
cat__Blood Pressure_113/65,0.0
cat__Blood Pressure_113/101,0.0
cat__Blood Pressure_112/60,0.0
cat__Blood Pressure_111/75,0.0
cat__Blood Pressure_111/74,0.0
cat__Blood Pressure_111/73,0.0
cat__Blood Pressure_109/84,0.0
cat__Blood Pressure_109/82,0.0
cat__Blood Pressure_109/80,0.0
cat__Blood Pressure_109/79,0.0
cat__Blood Pressure_109/78,0.0
cat__Blood Pressure_112/68,0.0
cat__Blood Pressure_110/95,0.0
cat__Blood Pressure_110/90,0.0
cat__Blood Pressure_110/89,0.0
cat__Blood Pressure_110/87,0.0
cat__Blood Pressure_110/85,0.0
cat__Blood Pressure_110/83,0.0
cat__Blood Pressure_110/82,0.0
cat__Blood Pressure_110/81,0.0
cat__Blood Pressure_109/77,0.0
cat__Blood Pressure_112/67,0.0
cat__Blood Pressure_112/66,0.0
cat__Blood Pressure_112/65,0.0
cat__Blood Pressure_112/64,0.0
cat__Blood Pressure_112/63,0.0
cat__Blood Pressure_110/78,0.0
cat__Blood Pressure_110/76,0.0
cat__Blood Pressure_110/75,0.0
cat__Blood Pressure_111/76,0.0
cat__Blood Pressure_110/73,0.0
cat__Blood Pressure_110/72,0.0
cat__Blood Pressure_111/83,0.0
cat__Blood Pressure_111/81,0.0
cat__Blood Pressure_111/80,0.0
cat__Blood Pressure_111/79,0.0
cat__Blood Pressure_111/78,0.0
cat__Blood Pressure_111/77,0.0
cat__Blood Pressure_110/74,0.0
cat__Blood Pressure_114/82,0.0
cat__Blood Pressure_114/80,0.0
cat__Blood Pressure_114/78,0.0
cat__Blood Pressure_114/77,0.0
cat__Blood Pressure_115/84,0.0
cat__Blood Pressure_115/82,0.0
cat__Blood Pressure_115/81,0.0
cat__Blood Pressure_115/80,0.0
cat__Blood Pressure_113/88,0.0
cat__Blood Pressure_115/76,0.0
cat__Blood Pressure_115/75,0.0
cat__Blood Pressure_115/73,0.0
cat__Blood Pressure_115/72,0.0
cat__Blood Pressure_115/71,0.0
cat__Blood Pressure_114/103,0.0
cat__Blood Pressure_114/101,0.0
cat__Blood Pressure_113/98,0.0
cat__Blood Pressure_115/78,0.0
cat__Blood Pressure_115/70,0.0
cat__Blood Pressure_115/69,0.0
cat__Blood Pressure_115/66,0.0
cat__Blood Pressure_115/65,0.0
cat__Blood Pressure_115/62,0.0
cat__Blood Pressure_115/60,0.0
cat__Blood Pressure_116/76,0.0
cat__Blood Pressure_116/75,0.0
cat__Blood Pressure_114/84,0.0
cat__Blood Pressure_116/73,0.0
cat__Blood Pressure_116/72,0.0
cat__Blood Pressure_116/71,0.0
cat__Blood Pressure_116/70,0.0
cat__Blood Pressure_116/69,0.0
cat__Blood Pressure_116/68,0.0
cat__Blood Pressure_116/66,0.0
cat__Blood Pressure_114/85,0.0
cat__Blood Pressure_116/74,0.0
cat__Blood Pressure_114/75,0.0
cat__Blood Pressure_114/74,0.0
cat__Blood Pressure_114/73,0.0
cat__Blood Pressure_114/71,0.0
cat__Blood Pressure_114/70,0.0
cat__Blood Pressure_114/67,0.0
cat__Blood Pressure_114/65,0.0
cat__Blood Pressure_114/63,0.0
cat__Blood Pressure_113/96,0.0
cat__Blood Pressure_114/60,0.0
cat__Blood Pressure_112/85,0.0
cat__Blood Pressure_112/84,0.0
cat__Blood Pressure_112/82,0.0
cat__Blood Pressure_112/81,0.0
cat__Blood Pressure_112/80,0.0
cat__Blood Pressure_112/79,0.0
cat__Blood Pressure_113/90,0.0
cat__Blood Pressure_114/62,0.0
cat__Blood Pressure_113/95,0.0
cat__Blood Pressure_113/92,0.0
cat__Blood Pressure_114/97,0.0
cat__Blood Pressure_114/96,0.0
cat__Blood Pressure_114/95,0.0
cat__Blood Pressure_114/94,0.0
cat__Blood Pressure_114/92,0.0
cat__Blood Pressure_114/90,0.0
cat__Blood Pressure_113/68,0.0
cat__Blood Pressure_114/88,0.0
cat__Blood Pressure_114/87,0.0
cat__Blood Pressure_114/86,0.0
cat__Blood Pressure_113/76,0.0
cat__Blood Pressure_113/75,0.0
cat__Blood Pressure_113/74,0.0
cat__Blood Pressure_113/71,0.0
cat__Blood Pressure_113/70,0.0
cat__Blood Pressure_114/89,0.0
cat__Blood Pressure_105/83,0.0
cat__Blood Pressure_105/82,0.0
cat__Blood Pressure_105/81,0.0
cat__Blood Pressure_105/79,0.0
cat__Blood Pressure_105/78,0.0
cat__Blood Pressure_105/76,0.0
cat__Blood Pressure_105/75,0.0
cat__Blood Pressure_110/80,0.0
cat__Blood Pressure_102/83,0.0
cat__Blood Pressure_102/78,0.0
cat__Blood Pressure_102/76,0.0
cat__Blood Pressure_102/75,0.0
cat__Blood Pressure_102/74,0.0
cat__Blood Pressure_104/95,0.0
cat__Blood Pressure_104/91,0.0
cat__Blood Pressure_104/85,0.0
cat__Blood Pressure_102/84,0.0
cat__Blood Pressure_106/92,0.0
cat__Blood Pressure_106/85,0.0
cat__Blood Pressure_106/80,0.0
cat__Blood Pressure_106/78,0.0
cat__Blood Pressure_106/77,0.0
cat__Blood Pressure_106/75,0.0
cat__Blood Pressure_106/74,0.0
cat__Blood Pressure_106/73,0.0
cat__Blood Pressure_105/84,0.0
cat__Blood Pressure_104/74,0.0
cat__Blood Pressure_104/72,0.0
cat__Blood Pressure_104/71,0.0
cat__Blood Pressure_104/70,0.0
cat__Blood Pressure_103/94,0.0
cat__Blood Pressure_103/91,0.0
cat__Blood Pressure_105/87,0.0
cat__Blood Pressure_105/86,0.0
cat__Blood Pressure_106/72,0.0
cat__Blood Pressure_103/72,0.0
cat__Blood Pressure_103/65,0.0
cat__Blood Pressure_103/64,0.0
cat__Blood Pressure_102/87,0.0
cat__Discharge Time_23:57:43,0.0
cat__Discharge Time_23:57:16,0.0
cat__Discharge Time_23:56:38,0.0
cat__Discharge Time_23:56:32,0.0
cat__Blood Pressure_104/83,0.0
cat__Discharge Time_23:54:44,0.0
cat__Blood Pressure_102/73,0.0
cat__Blood Pressure_102/70,0.0
cat__Blood Pressure_101/95,0.0
cat__Blood Pressure_101/94,0.0
cat__Blood Pressure_101/90,0.0
cat__Blood Pressure_101/89,0.0
cat__Blood Pressure_101/88,0.0
cat__Discharge Time_23:54:58,0.0
cat__Blood Pressure_104/82,0.0
cat__Blood Pressure_104/81,0.0
cat__Blood Pressure_104/80,0.0
cat__Blood Pressure_104/79,0.0
cat__Blood Pressure_104/78,0.0
cat__Blood Pressure_104/77,0.0
cat__Blood Pressure_101/79,0.0
cat__Blood Pressure_101/77,0.0
cat__Blood Pressure_103/73,0.0
cat__Blood Pressure_101/70,0.0
cat__Blood Pressure_101/67,0.0
cat__Blood Pressure_101/60,0.0
cat__Blood Pressure_103/85,0.0
cat__Blood Pressure_103/83,0.0
cat__Blood Pressure_103/80,0.0
cat__Blood Pressure_103/77,0.0
cat__Blood Pressure_103/74,0.0
cat__Blood Pressure_101/74,0.0
cat__Blood Pressure_108/69,0.0
cat__Blood Pressure_108/68,0.0
cat__Blood Pressure_108/60,0.0
cat__Blood Pressure_108/104,0.0
cat__Blood Pressure_107/92,0.0
cat__Blood Pressure_109/75,0.0
cat__Blood Pressure_109/74,0.0
cat__Blood Pressure_109/73,0.0
cat__Blood Pressure_106/97,0.0
cat__Blood Pressure_109/70,0.0
cat__Blood Pressure_109/69,0.0
cat__Blood Pressure_109/68,0.0
cat__Blood Pressure_109/67,0.0
cat__Blood Pressure_109/66,0.0
cat__Blood Pressure_109/64,0.0
cat__Blood Pressure_107/74,0.0
cat__Blood Pressure_107/73,0.0
cat__Blood Pressure_109/72,0.0
cat__Blood Pressure_110/79,0.0
cat__Blood Pressure_109/109,0.0
cat__Blood Pressure_109/101,0.0
cat__Blood Pressure_108/97,0.0
cat__Blood Pressure_108/94,0.0
cat__Blood Pressure_108/93,0.0
cat__Blood Pressure_108/91,0.0
cat__Blood Pressure_110/67,0.0
cat__Blood Pressure_108/70,0.0
cat__Blood Pressure_110/64,0.0
cat__Blood Pressure_110/60,0.0
cat__Blood Pressure_110/101,0.0
cat__Blood Pressure_109/92,0.0
cat__Blood Pressure_109/91,0.0
cat__Blood Pressure_109/88,0.0
cat__Blood Pressure_109/86,0.0
cat__Blood Pressure_109/85,0.0
cat__Blood Pressure_110/65,0.0
cat__Blood Pressure_105/98,0.0
cat__Blood Pressure_107/87,0.0
cat__Blood Pressure_107/86,0.0
cat__Blood Pressure_107/85,0.0
cat__Blood Pressure_107/84,0.0
cat__Blood Pressure_107/83,0.0
cat__Blood Pressure_107/82,0.0
cat__Blood Pressure_107/81,0.0
cat__Blood Pressure_107/71,0.0
cat__Blood Pressure_107/77,0.0
cat__Blood Pressure_107/75,0.0
cat__Blood Pressure_105/74,0.0
cat__Blood Pressure_105/73,0.0
cat__Blood Pressure_105/72,0.0
cat__Blood Pressure_105/70,0.0
cat__Blood Pressure_105/68,0.0
cat__Blood Pressure_104/98,0.0
cat__Blood Pressure_107/78,0.0
cat__Blood Pressure_107/69,0.0
cat__Blood Pressure_107/68,0.0
cat__Blood Pressure_107/60,0.0
cat__Blood Pressure_108/90,0.0
cat__Blood Pressure_108/88,0.0
cat__Blood Pressure_108/85,0.0
cat__Blood Pressure_108/84,0.0
cat__Blood Pressure_108/82,0.0
cat__Blood Pressure_106/60,0.0
cat__Blood Pressure_108/77,0.0
cat__Blood Pressure_108/76,0.0
cat__Blood Pressure_108/73,0.0
cat__Blood Pressure_108/72,0.0
cat__Blood Pressure_106/69,0.0
cat__Blood Pressure_106/68,0.0
cat__Blood Pressure_106/64,0.0
cat__Blood Pressure_106/61,0.0
cat__Blood Pressure_108/80,0.0
cat__Discharge Date_2026-08-01 12:00:00,0.0
cat__Discharge Date_2026-07-31 00:00:00,0.0
cat__Discharge Date_2026-07-30 12:00:00,0.0
cat__Discharge Date_2026-06-22 00:00:00,0.0
cat__Discharge Date_2026-06-21 00:00:00,0.0
cat__Discharge Date_2026-06-20 00:00:00,0.0
cat__Discharge Date_2026-06-19 00:00:00,0.0
cat__Discharge Time_06:26:34,0.0
cat__Discharge Date_2026-06-16 12:00:00,0.0
cat__Discharge Date_2026-07-24 12:00:00,0.0
cat__Discharge Date_2026-07-24 00:00:00,0.0
cat__Discharge Date_2026-07-23 12:00:00,0.0
cat__Discharge Date_2026-07-20 12:00:00,0.0
cat__Discharge Date_2026-07-20 00:00:00,0.0
cat__Discharge Date_2026-07-18 00:00:00,0.0
cat__Discharge Date_2026-07-17 12:00:00,0.0
cat__Discharge Date_2026-06-17 12:00:00,0.0
cat__Discharge Date_2026-08-26 00:00:00,0.0
cat__Discharge Date_2026-08-24 00:00:00,0.0
cat__Discharge Date_2026-08-22 12:00:00,0.0
cat__Discharge Date_2026-08-21 12:00:00,0.0
cat__Discharge Date_2026-08-21 00:00:00,0.0
cat__Discharge Date_2026-07-12 12:00:00,0.0
cat__Discharge Date_2026-07-11 00:00:00,0.0
cat__Discharge Date_2026-07-10 00:00:00,0.0
cat__Discharge Date_2026-08-03 12:00:00,0.0
cat__Discharge Date_2026-07-09 00:00:00,0.0
cat__Discharge Date_2026-07-08 00:00:00,0.0
cat__Discharge Date_2026-08-10 12:00:00,0.0
cat__Discharge Date_2026-08-10 00:00:00,0.0
cat__Discharge Date_2026-08-08 12:00:00,0.0
cat__Discharge Date_2026-08-08 00:00:00,0.0
cat__Discharge Date_2026-08-07 00:00:00,0.0
cat__Discharge Date_2026-08-05 00:00:00,0.0
cat__Discharge Date_2026-07-09 12:00:00,0.0
cat__Discharge Date_2026-05-13 12:00:00,0.0
cat__Discharge Date_2026-05-13 00:00:00,0.0
cat__Discharge Date_2026-05-12 12:00:00,0.0
cat__Discharge Date_2026-05-12 00:00:00,0.0
cat__Discharge Date_2026-05-11 00:00:00,0.0
cat__Discharge Date_2026-05-10 12:00:00,0.0
cat__Discharge Date_2026-06-14 12:00:00,0.0
cat__Discharge Date_2026-06-13 00:00:00,0.0
cat__Discharge Date_2026-07-16 12:00:00,0.0
cat__Discharge Date_2026-06-11 12:00:00,0.0
cat__Discharge Date_2026-06-10 12:00:00,0.0
cat__Discharge Date_2026-06-08 12:00:00,0.0
cat__Discharge Date_2026-06-07 12:00:00,0.0
cat__Discharge Date_2026-06-05 00:00:00,0.0
cat__Discharge Date_2026-06-04 00:00:00,0.0
cat__Discharge Date_2026-06-01 12:00:00,0.0
cat__Discharge Date_2026-04-27 00:00:00,0.0
cat__Discharge Date_2026-06-12 00:00:00,0.0
cat__Discharge Date_2026-07-14 12:00:00,0.0
cat__Discharge Date_2026-07-13 00:00:00,0.0
cat__Discharge Date_2026-06-01 00:00:00,0.0
cat__Discharge Date_2026-05-31 12:00:00,0.0
cat__Discharge Date_2026-05-31 00:00:00,0.0
cat__Discharge Date_2026-05-30 00:00:00,0.0
cat__Discharge Date_2026-05-29 12:00:00,0.0
cat__Discharge Date_2026-05-28 12:00:00,0.0
cat__Discharge Date_2026-06-23 12:00:00,0.0
cat__Discharge Date_2026-07-05 00:00:00,0.0
cat__Discharge Date_2026-07-03 12:00:00,0.0
cat__Discharge Date_2026-07-03 00:00:00,0.0
cat__Discharge Date_2026-07-02 00:00:00,0.0
cat__Discharge Date_2026-06-29 12:00:00,0.0
cat__Discharge Date_2026-06-27 00:00:00,0.0
cat__Discharge Date_2026-06-26 12:00:00,0.0
cat__Discharge Date_2026-06-24 00:00:00,0.0
cat__Discharge Date_2026-07-07 12:00:00,0.0
cat__Discharge Date_2026-10-27 00:00:00,0.0
cat__Discharge Date_2026-10-24 00:00:00,0.0
cat__Discharge Date_2026-10-23 12:00:00,0.0
cat__Discharge Date_2026-10-22 00:00:00,0.0
cat__Discharge Date_2026-10-20 00:00:00,0.0
cat__Discharge Date_2026-10-19 00:00:00,0.0
cat__Discharge Date_2026-10-18 00:00:00,0.0
cat__Discharge Date_2026-08-30 12:00:00,0.0
cat__Discharge Date_2026-10-16 00:00:00,0.0
cat__Discharge Date_2026-10-15 12:00:00,0.0
cat__Discharge Date_2026-09-12 12:00:00,0.0
cat__Discharge Date_2026-09-10 00:00:00,0.0
cat__Discharge Date_2026-09-07 12:00:00,0.0
cat__Discharge Date_2026-09-07 00:00:00,0.0
cat__Discharge Date_2026-09-06 12:00:00,0.0
cat__Discharge Date_2026-09-06 00:00:00,0.0
cat__Discharge Date_2026-10-17 12:00:00,0.0
cat__Discharge Date_2026-10-11 00:00:00,0.0
cat__Discharge Date_2026-10-10 00:00:00,0.0
cat__Discharge Date_2026-11-14 00:00:00,0.0
cat__Discharge Date_2026-11-13 00:00:00,0.0
cat__Discharge Date_2026-11-12 12:00:00,0.0
cat__Discharge Date_2026-11-09 12:00:00,0.0
cat__Discharge Date_2026-11-09 00:00:00,0.0
cat__Discharge Date_2026-11-08 00:00:00,0.0
cat__Discharge Date_2026-09-24 12:00:00,0.0
cat__Discharge Date_2026-11-06 12:00:00,0.0
cat__Discharge Date_2026-11-06 00:00:00,0.0
cat__Discharge Date_2026-11-05 00:00:00,0.0
cat__Discharge Date_2026-10-02 12:00:00,0.0
cat__Discharge Date_2026-09-30 00:00:00,0.0
cat__Discharge Date_2026-09-29 00:00:00,0.0
cat__Discharge Date_2026-09-27 12:00:00,0.0
cat__Discharge Date_2026-09-26 12:00:00,0.0
cat__Discharge Date_2026-11-07 12:00:00,0.0
cat__Discharge Date_2026-09-20 00:00:00,0.0
cat__Discharge Date_2026-09-18 12:00:00,0.0
cat__Discharge Date_2026-09-18 00:00:00,0.0
cat__Discharge Date_2026-09-16 12:00:00,0.0
cat__Discharge Date_2026-09-16 00:00:00,0.0
cat__Discharge Date_2026-09-13 12:00:00,0.0
cat__Discharge Date_2026-09-13 00:00:00,0.0
cat__Discharge Date_2026-07-30 00:00:00,0.0
cat__Discharge Date_2026-10-09 12:00:00,0.0
cat__Discharge Date_2026-07-28 12:00:00,0.0
cat__Discharge Date_2026-07-28 00:00:00,0.0
cat__Discharge Date_2026-07-26 12:00:00,0.0
cat__Discharge Date_2026-07-26 00:00:00,0.0
cat__Discharge Date_2026-09-05 12:00:00,0.0
cat__Discharge Date_2026-09-02 12:00:00,0.0
cat__Discharge Date_2026-09-02 00:00:00,0.0
cat__Discharge Date_2026-09-01 00:00:00,0.0
cat__Discharge Date_2026-07-29 12:00:00,0.0
cat__Discharge Date_2026-10-09 00:00:00,0.0
cat__Discharge Date_2026-10-08 12:00:00,0.0
cat__Discharge Date_2026-10-07 12:00:00,0.0
cat__Discharge Date_2026-10-06 12:00:00,0.0
cat__Discharge Date_2026-10-06 00:00:00,0.0
cat__Discharge Date_2026-10-05 12:00:00,0.0
cat__Discharge Date_2026-10-05 00:00:00,0.0
cat__Discharge Date_2026-10-04 12:00:00,0.0
cat__Discharge Date_2026-09-20 12:00:00,0.0
cat__Discharge Date_2026-08-19 12:00:00,0.0
cat__Discharge Date_2026-08-19 00:00:00,0.0
cat__Discharge Date_2026-08-18 00:00:00,0.0
cat__Discharge Date_2026-08-17 12:00:00,0.0
cat__Discharge Date_2026-08-14 00:00:00,0.0
cat__Discharge Date_2026-08-11 12:00:00,0.0
cat__Discharge Date_2026-09-22 00:00:00,0.0
cat__Discharge Date_2026-09-21 00:00:00,0.0
cat__Discharge Date_2026-10-03 00:00:00,0.0
cat__Discharge Date_2026-01-30 12:00:00,0.0
cat__Discharge Date_2026-01-29 00:00:00,0.0
cat__Discharge Date_2026-01-28 12:00:00,0.0
cat__Discharge Date_2026-01-27 00:00:00,0.0
cat__Discharge Date_2025-12-11 00:00:00,0.0
cat__Discharge Date_2025-12-10 12:00:00,0.0
cat__Discharge Date_2025-12-06 00:00:00,0.0
cat__Discharge Date_2026-04-26 00:00:00,0.0
cat__Discharge Date_2025-12-04 12:00:00,0.0
cat__Discharge Date_2025-12-03 12:00:00,0.0
cat__Discharge Date_2026-01-11 12:00:00,0.0
cat__Discharge Date_2026-01-11 00:00:00,0.0
cat__Discharge Date_2026-01-10 12:00:00,0.0
cat__Discharge Date_2026-01-09 12:00:00,0.0
cat__Discharge Date_2026-01-09 00:00:00,0.0
cat__Discharge Date_2026-01-08 12:00:00,0.0
cat__Discharge Date_2025-12-05 12:00:00,0.0
cat__Discharge Date_2026-02-25 12:00:00,0.0
cat__Discharge Date_2026-02-21 00:00:00,0.0
cat__Discharge Date_2026-02-19 12:00:00,0.0
cat__Discharge Date_2026-02-16 00:00:00,0.0
cat__Discharge Date_2026-02-15 12:00:00,0.0
cat__Discharge Date_2026-02-15 00:00:00,0.0
cat__Discharge Date_2026-01-02 00:00:00,0.0
cat__Discharge Date_2026-01-01 12:00:00,0.0
cat__Discharge Date_2026-02-01 00:00:00,0.0
cat__Discharge Date_2025-12-28 00:00:00,0.0
cat__Discharge Date_2025-12-25 00:00:00,0.0
cat__Discharge Date_2025-12-24 00:00:00,0.0
cat__Discharge Date_2026-02-07 00:00:00,0.0
cat__Discharge Date_2026-02-06 12:00:00,0.0
cat__Discharge Date_2026-02-03 12:00:00,0.0
cat__Discharge Date_2026-02-02 12:00:00,0.0
cat__Discharge Date_2026-02-02 00:00:00,0.0
cat__Discharge Date_2025-12-30 00:00:00,0.0
cat__Discharge Date_2025-12-12 00:00:00,0.0
cat__Discharge Date_2025-11-02 12:00:00,0.0
cat__Discharge Date_2025-11-01 12:00:00,0.0
cat__Discharge Date_2025-10-31 00:00:00,0.0
cat__Discharge Date_2025-10-30 00:00:00,0.0
cat__Discharge Date_2025-10-29 00:00:00,0.0
cat__Discharge Date_2025-10-25 00:00:00,0.0
cat__Discharge Date_2025-12-02 00:00:00,0.0
cat__Discharge Date_2026-01-05 00:00:00,0.0
cat__Discharge Date_2025-11-28 12:00:00,0.0
cat__Discharge Date_2025-11-27 00:00:00,0.0
cat__Discharge Date_2025-11-25 12:00:00,0.0
cat__Discharge Date_2025-11-24 12:00:00,0.0
cat__Discharge Date_2025-11-23 12:00:00,0.0
cat__Discharge Date_2025-11-21 12:00:00,0.0
cat__Discharge Date_2025-11-21 00:00:00,0.0
cat__Discharge Date_2025-11-19 12:00:00,0.0
cat__Discharge Date_2025-12-01 00:00:00,0.0
cat__Discharge Date_2026-01-04 00:00:00,0.0
cat__Discharge Date_2026-01-03 00:00:00,0.0
cat__Discharge Date_2026-01-02 12:00:00,0.0
cat__Discharge Date_2025-11-19 00:00:00,0.0
cat__Discharge Date_2025-11-18 12:00:00,0.0
cat__Discharge Date_2025-11-16 12:00:00,0.0
cat__Discharge Date_2025-11-15 12:00:00,0.0
cat__Discharge Date_2025-11-14 12:00:00,0.0
cat__Discharge Date_2025-12-13 00:00:00,0.0
cat__Discharge Date_2025-12-22 00:00:00,0.0
cat__Discharge Date_2025-12-21 00:00:00,0.0
cat__Discharge Date_2025-12-18 00:00:00,0.0
cat__Discharge Date_2025-12-17 00:00:00,0.0
cat__Discharge Date_2025-12-16 00:00:00,0.0
cat__Discharge Date_2025-12-15 12:00:00,0.0
cat__Discharge Date_2025-12-15 00:00:00,0.0
cat__Discharge Date_2025-12-14 12:00:00,0.0
cat__Discharge Date_2025-11-13 00:00:00,0.0
cat__Discharge Date_2026-03-27 12:00:00,0.0
cat__Discharge Date_2026-03-26 12:00:00,0.0
cat__Discharge Date_2026-05-09 00:00:00,0.0
cat__Discharge Date_2026-05-08 12:00:00,0.0
cat__Discharge Date_2026-05-08 00:00:00,0.0
cat__Discharge Date_2026-05-06 12:00:00,0.0
cat__Discharge Date_2026-05-05 12:00:00,0.0
cat__Discharge Date_2026-05-05 00:00:00,0.0
cat__Discharge Date_2026-02-26 12:00:00,0.0
cat__Discharge Date_2026-05-01 00:00:00,0.0
cat__Discharge Date_2026-04-30 12:00:00,0.0
cat__Discharge Date_2026-04-27 12:00:00,0.0
cat__Discharge Date_2026-03-14 00:00:00,0.0
cat__Discharge Date_2026-03-11 00:00:00,0.0
cat__Discharge Date_2026-03-10 12:00:00,0.0
cat__Discharge Date_2026-03-06 12:00:00,0.0
cat__Discharge Date_2026-03-04 12:00:00,0.0
cat__Discharge Date_2026-05-04 12:00:00,0.0
cat__Discharge Date_2026-04-25 12:00:00,0.0
cat__Discharge Date_2026-04-24 00:00:00,0.0
cat__Discharge Date_2026-04-23 00:00:00,0.0
cat__Discharge Date_2026-04-19 12:00:00,0.0
cat__Discharge Date_2026-05-26 12:00:00,0.0
cat__Discharge Date_2026-05-26 00:00:00,0.0
cat__Discharge Date_2026-05-25 00:00:00,0.0
cat__Discharge Date_2026-05-24 00:00:00,0.0
cat__Discharge Date_2026-03-28 00:00:00,0.0
cat__Discharge Date_2026-05-21 12:00:00,0.0
cat__Discharge Date_2026-05-17 00:00:00,0.0
cat__Discharge Date_2026-05-16 00:00:00,0.0
cat__Discharge Date_2026-05-14 12:00:00,0.0
cat__Discharge Date_2026-05-14 00:00:00,0.0
cat__Discharge Date_2026-04-01 12:00:00,0.0
cat__Discharge Date_2026-03-31 00:00:00,0.0
cat__Discharge Date_2026-03-30 12:00:00,0.0
cat__Discharge Date_2026-05-22 12:00:00,0.0
cat__Discharge Date_2026-03-24 00:00:00,0.0
cat__Discharge Date_2026-03-23 12:00:00,0.0
cat__Discharge Date_2026-03-23 00:00:00,0.0
cat__Discharge Date_2026-03-21 12:00:00,0.0
cat__Discharge Date_2026-03-21 00:00:00,0.0
cat__Discharge Date_2026-03-16 12:00:00,0.0
cat__Discharge Date_2026-03-16 00:00:00,0.0
cat__Discharge Date_2026-03-14 12:00:00,0.0
cat__Discharge Date_2026-03-04 00:00:00,0.0
cat__Discharge Date_2026-01-23 12:00:00,0.0
cat__Discharge Date_2026-01-21 12:00:00,0.0
cat__Discharge Date_2026-01-19 00:00:00,0.0
cat__Discharge Date_2026-01-18 12:00:00,0.0
cat__Discharge Date_2026-01-16 00:00:00,0.0
cat__Discharge Date_2026-03-02 12:00:00,0.0
cat__Discharge Date_2026-03-02 00:00:00,0.0
cat__Discharge Date_2026-02-28 12:00:00,0.0
cat__Discharge Date_2026-01-25 12:00:00,0.0
cat__Discharge Date_2026-04-19 00:00:00,0.0
cat__Discharge Date_2026-04-18 12:00:00,0.0
cat__Discharge Date_2026-04-17 12:00:00,0.0
cat__Discharge Date_2026-04-17 00:00:00,0.0
cat__Discharge Date_2026-04-14 12:00:00,0.0
cat__Discharge Date_2026-04-11 00:00:00,0.0
cat__Discharge Date_2026-04-10 12:00:00,0.0
cat__Discharge Date_2026-04-06 00:00:00,0.0
cat__Discharge Date_2026-03-25 00:00:00,0.0
cat__Discharge Date_2026-04-02 12:00:00,0.0
cat__Discharge Date_2026-02-14 00:00:00,0.0
cat__Discharge Date_2026-02-13 00:00:00,0.0
